Record No,Order Priority,Sales,Discount,Ship Method,Customer Name,Region,Market Segment,Product Category 1,Product Category 2,Product Category 3,Product Category 4,Ship Container,Order ID,Ordered On,Delivered On,Product Inventory
3561,3-MEDIUM,$413.65,0%,EXPRESS AIR,Mary O'Rourke,CENTRAL,CORPORATE                ,FURNITURE,OFFICE FURNISHINGS,FRAMES,DAX Wood Document Frame,SMALL PACK,11690,10/22/2009,10/24/2009,IN STOCK
3562,3-MEDIUM,"$2,948.17",10%,REGULAR AIR,Mary O'Rourke,CENTRAL,CORPORATE                ,TECHNOLOGY,TELEPHONES AND COMMUNICATION,WIRELESS AND CELLULAR,i1000plus,SMALL BOX,11690,10/22/2009,10/24/2009,IN STOCK
3563,3-MEDIUM,$44.42,9%,REGULAR AIR,Mary O'Rourke,CENTRAL,CORPORATE                ,OFFICE SUPPLIES,PENS & ART SUPPLIES,ART SUPPLIES,Newell 326,WRAP BAG,11690,10/22/2009,10/25/2009,IN STOCK
3564,3-MEDIUM,$132.34,9%,REGULAR AIR,Mary O'Rourke,CENTRAL,CORPORATE                ,OFFICE SUPPLIES,BINDERS AND BINDER ACCESSORIES,POLY BINDERS,Avery Non-Stick Binders,SMALL BOX,11690,10/22/2009,10/28/2009,IN STOCK
3565,3-MEDIUM,$53.29,1%,REGULAR AIR,Dave Hallsten,WEST,CORPORATE                ,OFFICE SUPPLIES,PAPER,COPY PAPER,Xerox 220,SMALL BOX,11691,10/22/2009,10/28/2009,IN STOCK
3555,1-URGENT,$254.62,8%,REGULAR AIR,Grace Kelly,EAST,CONSUMER                 ,OFFICE SUPPLIES,PENS & ART SUPPLIES,ART SUPPLIES,Newell 328,WRAP BAG,11685,10/21/2009,10/25/2009,IN STOCK
3547,5-LOW,$144.73,0%,REGULAR AIR,Frank Olsen,EAST,HOME OFFICE              ,FURNITURE,OFFICE FURNISHINGS,FRAMES,Nu-Dell Oak Frame,SMALL PACK,11682,10/19/2009,10/27/2009,OUT OF STOCK
3548,5-LOW,$643.28,3%,REGULAR AIR,Frank Olsen,EAST,HOME OFFICE              ,TECHNOLOGY,TELEPHONES AND COMMUNICATION,WIRELESS AND CELLULAR,T61,SMALL BOX,11682,10/19/2009,10/31/2009,IN STOCK
3549,5-LOW,$144.63,2%,REGULAR AIR,Frank Olsen,EAST,HOME OFFICE              ,OFFICE SUPPLIES,LABELS,FILE LABELS,Avery 496,SMALL BOX,11682,10/19/2009,11/01/2009,IN STOCK
3550,3-MEDIUM,$307.32,1%,REGULAR AIR,David Wiener,EAST,CORPORATE                ,OFFICE SUPPLIES,PAPER,COPY PAPER,Xerox 208,SMALL BOX,11683,10/19/2009,10/22/2009,IN STOCK
3551,3-MEDIUM,$262.87,10%,REGULAR AIR,David Wiener,EAST,CORPORATE                ,OFFICE SUPPLIES,PAPER,COPY PAPER,Xerox 1928,SMALL BOX,11683,10/19/2009,10/25/2009,IN STOCK
3552,3-MEDIUM,"$2,977.75",1%,REGULAR AIR,David Wiener,EAST,CORPORATE                ,TECHNOLOGY,TELEPHONES AND COMMUNICATION,WIRELESS AND CELLULAR,Ericsson 6190,SMALL BOX,11683,10/19/2009,10/26/2009,IN STOCK
3553,1-URGENT,$710.96,1%,REGULAR AIR,Skye Norling-Christen,EAST,SMALL BUSINESS           ,OFFICE SUPPLIES,PENS & ART SUPPLIES,ART SUPPLIES,Newell 345,WRAP BAG,11684,10/19/2009,10/22/2009,IN STOCK
3554,1-URGENT,$56.41,2%,REGULAR AIR,Skye Norling-Christen,EAST,SMALL BUSINESS           ,OFFICE SUPPLIES,LABELS,FILE LABELS,Avery 481,SMALL BOX,11684,10/19/2009,10/23/2009,IN STOCK
3545,5-LOW,"$7,370.84",9%,DELIVERY TRUCK,Herbert Flentye,EAST,SMALL BUSINESS           ,TECHNOLOGY,COPIERS AND FAX,COPIERS,Canon PC940 Copier,JUMBO DRUM,11680,10/18/2009,10/21/2009,IN STOCK
3546,2-HIGH,$286.91,10%,REGULAR AIR,Heather Jas-Hannaway,WEST,CORPORATE                ,OFFICE SUPPLIES,BINDERS AND BINDER ACCESSORIES,BINDER ACCESSORIES,Cardinal® Hold-It CD Pocket,SMALL BOX,11681,10/18/2009,10/21/2009,IN STOCK
3530,1-URGENT,$197.82,1%,REGULAR AIR,Naresj Patel,EAST,CORPORATE                ,TECHNOLOGY,COMPUTER PERIPHERALS,KEYBOARDS,Logitech Elite Keyboard,SMALL BOX,11674,10/17/2009,10/20/2009,IN STOCK
3531,1-URGENT,"$4,614.03",2%,REGULAR AIR,Naresj Patel,EAST,CORPORATE                ,TECHNOLOGY,TELEPHONES AND COMMUNICATION,WIRELESS AND CELLULAR,Nokia 768,SMALL BOX,11674,10/17/2009,10/23/2009,IN STOCK
3532,1-URGENT,$79.44,6%,REGULAR AIR,Naresj Patel,EAST,CORPORATE                ,OFFICE SUPPLIES,LABELS,FILE LABELS,Avery 492,SMALL BOX,11674,10/17/2009,10/23/2009,IN STOCK
3533,5-LOW,$33.21,6%,REGULAR AIR,Karen Seio,WEST,CONSUMER                 ,OFFICE SUPPLIES,RUBBER BANDS,PINS AND TACKS,Assorted Color Push Pins,WRAP BAG,11675,10/17/2009,10/25/2009,IN STOCK
3534,3-MEDIUM,$239.40,7%,REGULAR AIR,Paul Prost,EAST,CORPORATE                ,OFFICE SUPPLIES,PAPER,COPY PAPER,Xerox 193,SMALL BOX,11676,10/17/2009,10/23/2009,IN STOCK
3535,4-NOT SPECIFIED,$59.56,5%,EXPRESS AIR,Iggy Osterman,EAST,CONSUMER                 ,OFFICE SUPPLIES,ENVELOPES,SPECIALTY ENVELOPES,Poly String Tie Envelopes,SMALL BOX,11677,10/17/2009,10/21/2009,IN STOCK
3536,4-NOT SPECIFIED,"$1,007.48",9%,REGULAR AIR,Iggy Osterman,EAST,CONSUMER                 ,OFFICE SUPPLIES,PAPER,COMPUTER PAPER,Xerox 1943,SMALL BOX,11677,10/17/2009,10/22/2009,IN STOCK
3537,4-NOT SPECIFIED,$312.35,5%,REGULAR AIR,Iggy Osterman,EAST,CONSUMER                 ,OFFICE SUPPLIES,PAPER,COPY PAPER,Xerox 222,SMALL BOX,11677,10/17/2009,10/22/2009,IN STOCK
3538,4-NOT SPECIFIED,$621.46,10%,REGULAR AIR,Iggy Osterman,EAST,CONSUMER                 ,TECHNOLOGY,OFFICE MACHINES,TELEPHONES,"210 Trimline Phone, White",MEDIUM BOX,11677,10/17/2009,10/25/2009,IN STOCK
3539,3-MEDIUM,$746.33,3%,REGULAR AIR,David Flashing,WEST,HOME OFFICE              ,OFFICE SUPPLIES,STORAGE & ORGANIZATION,PORTABLE STORAGE,Pizazz® Global Quick File™,SMALL BOX,11678,10/17/2009,10/19/2009,IN STOCK
3540,3-MEDIUM,$204.42,5%,REGULAR AIR,David Flashing,WEST,HOME OFFICE              ,OFFICE SUPPLIES,PAPER,COPY PAPER,Xerox 1948,SMALL BOX,11678,10/17/2009,10/21/2009,IN STOCK
3541,3-MEDIUM,$18.05,6%,REGULAR AIR,David Flashing,WEST,HOME OFFICE              ,OFFICE SUPPLIES,LABELS,FILE LABELS,Avery 474,SMALL BOX,11678,10/17/2009,10/23/2009,IN STOCK
3542,3-MEDIUM,"$3,407.48",0%,REGULAR AIR,David Flashing,WEST,HOME OFFICE              ,TECHNOLOGY,TELEPHONES AND COMMUNICATION,WIRELESS AND CELLULAR,StarTAC Analog,SMALL BOX,11678,10/17/2009,10/23/2009,IN STOCK
3543,4-NOT SPECIFIED,$726.34,2%,EXPRESS AIR,Iggy Osterman,EAST,CORPORATE                ,TECHNOLOGY,TELEPHONES AND COMMUNICATION,WIRELESS AND CELLULAR,Sony Accessory26,WRAP BAG,11679,10/17/2009,10/23/2009,IN STOCK
3544,4-NOT SPECIFIED,"$2,002.40",0%,DELIVERY TRUCK,Iggy Osterman,EAST,CORPORATE                ,FURNITURE,BOOKCASES,METAL BOOKCASES,Hon 4-Shelf Metal Bookcases,JUMBO BOX,11679,10/17/2009,10/25/2009,IN STOCK
3528,1-URGENT,$336.34,5%,REGULAR AIR,Herbert Flentye,EAST,HOME OFFICE              ,FURNITURE,OFFICE FURNISHINGS,DOOR ACCESSORIES,Ultra Door Pull Handle,SMALL PACK,11672,10/16/2009,10/24/2009,IN STOCK
3529,3-MEDIUM,"$1,355.47",4%,REGULAR AIR,Sharelle Roach-McGee,WEST,CORPORATE                ,OFFICE SUPPLIES,BINDERS AND BINDER ACCESSORIES,ROUND RING BINDERS,Lock-Up Easel 'Spel-Binder',SMALL BOX,11673,10/16/2009,10/18/2009,IN STOCK
3518,1-URGENT,$339.87,7%,REGULAR AIR,Jesus Ocampo,EAST,HOME OFFICE              ,OFFICE SUPPLIES,"SCISSORS, RULERS AND TRIMMERS",SCISSORS,Acme® Softgrip Scissors,SMALL PACK,11666,10/15/2009,10/19/2009,IN STOCK
3519,1-URGENT,$841.91,8%,REGULAR AIR,Jesus Ocampo,EAST,HOME OFFICE              ,OFFICE SUPPLIES,APPLIANCES,VACUUM CLEANERS,Euro-Pro Shark Turbo Vacuum,LARGE BOX,11666,10/15/2009,10/21/2009,IN STOCK
3520,5-LOW,$63.08,6%,REGULAR AIR,Lynn Smith-Reed,CENTRAL,CORPORATE                ,OFFICE SUPPLIES,PENS & ART SUPPLIES,ART SUPPLIES,Newell 313,WRAP BAG,11667,10/15/2009,10/23/2009,OUT OF STOCK
3521,5-LOW,"$2,371.30",1%,EXPRESS AIR,Lynn Smith-Reed,CENTRAL,CORPORATE                ,TECHNOLOGY,TELEPHONES AND COMMUNICATION,WIRELESS AND CELLULAR,Nokia 636,SMALL BOX,11667,10/15/2009,11/03/2009,OUT OF STOCK
3522,5-LOW,$228.82,3%,EXPRESS AIR,Grace Kelly,EAST,CORPORATE                ,OFFICE SUPPLIES,PAPER,COPY PAPER,Xerox 1959,SMALL BOX,11668,10/15/2009,10/29/2009,OUT OF STOCK
3523,2-HIGH,"$1,811.34",1%,REGULAR AIR,Hallie Redmond,EAST,CORPORATE                ,TECHNOLOGY,TELEPHONES AND COMMUNICATION,WIRELESS AND CELLULAR,R300LX,SMALL BOX,11669,10/15/2009,10/17/2009,IN STOCK
3524,2-HIGH,$102.79,1%,REGULAR AIR,Hallie Redmond,EAST,CORPORATE                ,OFFICE SUPPLIES,LABELS,STANDARD LABELS,Avery 517,SMALL BOX,11669,10/15/2009,10/20/2009,IN STOCK
3525,2-HIGH,$19.36,0%,REGULAR AIR,Quincy Jones,EAST,CONSUMER                 ,OFFICE SUPPLIES,PENS & ART SUPPLIES,ART SUPPLIES,Newell 326,WRAP BAG,11670,10/15/2009,10/22/2009,IN STOCK
3526,2-HIGH,"$3,112.06",2%,DELIVERY TRUCK,Quincy Jones,EAST,CONSUMER                 ,FURNITURE,TABLES,MEETING ROOM TABLES,KI Adjustable-Height Table,JUMBO BOX,11670,10/15/2009,10/27/2009,IN STOCK
3527,5-LOW,$662.21,1%,REGULAR AIR,Lynn Smith-Reed,EAST,CONSUMER                 ,FURNITURE,OFFICE FURNISHINGS,FRAMES,Flat Face Poster Frame,WRAP BAG,11671,10/15/2009,11/02/2009,IN STOCK
3516,3-MEDIUM,$869.92,7%,EXPRESS AIR,MaryBeth Skach,WEST,CORPORATE                ,OFFICE SUPPLIES,PAPER,COMPUTER PAPER,Xerox 191,SMALL BOX,11665,10/14/2009,10/16/2009,IN STOCK
3517,3-MEDIUM,$140.09,1%,REGULAR AIR,MaryBeth Skach,WEST,CORPORATE                ,OFFICE SUPPLIES,PENS & ART SUPPLIES,ART SUPPLIES,Newell 313,WRAP BAG,11665,10/14/2009,10/22/2009,IN STOCK
3514,2-HIGH,$88.03,7%,REGULAR AIR,Barbara Fisher,EAST,CORPORATE                ,OFFICE SUPPLIES,BINDERS AND BINDER ACCESSORIES,POLY BINDERS,Storex Dura Pro™ Binders,SMALL BOX,11664,10/13/2009,10/20/2009,IN STOCK
3515,2-HIGH,$794.32,8%,REGULAR AIR,Barbara Fisher,EAST,CORPORATE                ,OFFICE SUPPLIES,PAPER,COMPUTER PAPER,Xerox 1893,SMALL BOX,11664,10/13/2009,10/21/2009,IN STOCK
3511,2-HIGH,"$1,386.33",10%,REGULAR AIR,Yoseph Carroll-Englig,EAST,HOME OFFICE              ,TECHNOLOGY,TELEPHONES AND COMMUNICATION,WIRELESS AND CELLULAR,Sony Accessory31,SMALL PACK,11661,10/12/2009,10/16/2009,IN STOCK
3512,2-HIGH,"$1,988.72",6%,EXPRESS AIR,Stephanie Ulpright,EAST,HOME OFFICE              ,TECHNOLOGY,TELEPHONES AND COMMUNICATION,WIRELESS AND CELLULAR,Sony Accessory16,SMALL PACK,11662,10/12/2009,10/15/2009,IN STOCK
3513,4-NOT SPECIFIED,"$6,500.80",9%,REGULAR AIR,Rose O'Brian-Murray,EAST,SMALL BUSINESS           ,TECHNOLOGY,TELEPHONES AND COMMUNICATION,WIRELESS AND CELLULAR,Phone 918,SMALL BOX,11663,10/12/2009,10/15/2009,IN STOCK
3509,2-HIGH,$94.35,7%,REGULAR AIR,Mary Zewe,EAST,CORPORATE                ,FURNITURE,OFFICE FURNISHINGS,FRAMES,DAX Cubicle Frames - 8x10,MEDIUM BOX,11660,10/11/2009,10/15/2009,IN STOCK
3510,2-HIGH,$387.80,5%,REGULAR AIR,Mary Zewe,EAST,CORPORATE                ,TECHNOLOGY,TELEPHONES AND COMMUNICATION,WIRELESS AND CELLULAR,M70,SMALL BOX,11660,10/11/2009,10/19/2009,IN STOCK
3507,4-NOT SPECIFIED,$563.82,3%,REGULAR AIR,Michael Oakman,CENTRAL,CORPORATE                ,OFFICE SUPPLIES,BINDERS AND BINDER ACCESSORIES,HEAVY DUTY BINDERS,JM Magazine Binder,SMALL BOX,11658,10/10/2009,10/14/2009,IN STOCK
3508,1-URGENT,$776.18,4%,REGULAR AIR,Noel Staavos,CENTRAL,SMALL BUSINESS           ,OFFICE SUPPLIES,STORAGE & ORGANIZATION,PORTABLE STORAGE,Desktop 3-Pocket Hot File®,SMALL BOX,11659,10/10/2009,10/14/2009,IN STOCK
3499,2-HIGH,"$8,822.96",3%,DELIVERY TRUCK,Harold Pawlan,CENTRAL,CONSUMER                 ,FURNITURE,CHAIRS & CHAIRMATS,OFFICE CHAIRS,Hon GuestStacker Chair,JUMBO DRUM,11655,10/08/2009,10/14/2009,IN STOCK
3500,2-HIGH,"$5,313.87",0%,REGULAR AIR,Harold Pawlan,CENTRAL,CONSUMER                 ,OFFICE SUPPLIES,PAPER,COMPUTER PAPER,Xerox 189,SMALL BOX,11655,10/08/2009,10/14/2009,IN STOCK
3501,2-HIGH,"$1,287.81",4%,REGULAR AIR,Harold Pawlan,CENTRAL,CONSUMER                 ,TECHNOLOGY,TELEPHONES AND COMMUNICATION,WIRELESS AND CELLULAR,Sony Accessory41,WRAP BAG,11655,10/08/2009,10/15/2009,IN STOCK
3502,2-HIGH,$409.33,4%,REGULAR AIR,Harold Pawlan,CENTRAL,CONSUMER                 ,OFFICE SUPPLIES,PAPER,COPY PAPER,Xerox 1921,SMALL BOX,11655,10/08/2009,10/15/2009,IN STOCK
3503,1-URGENT,"$4,506.22",3%,EXPRESS AIR,Naresj Patel,EAST,CORPORATE                ,TECHNOLOGY,TELEPHONES AND COMMUNICATION,WIRELESS AND CELLULAR,Nokia 232,SMALL BOX,11656,10/08/2009,10/13/2009,IN STOCK
3504,2-HIGH,$93.82,10%,REGULAR AIR,Laura Armstrong,CENTRAL,SMALL BUSINESS           ,OFFICE SUPPLIES,PAPER,STATIONARY,Embossed Ink Jet Note Cards,SMALL BOX,11657,10/08/2009,10/11/2009,IN STOCK
3505,2-HIGH,$92.26,9%,REGULAR AIR,Laura Armstrong,CENTRAL,SMALL BUSINESS           ,OFFICE SUPPLIES,LABELS,FILE LABELS,Avery File Folder Labels,SMALL BOX,11657,10/08/2009,10/13/2009,IN STOCK
3506,2-HIGH,$793.04,10%,REGULAR AIR,Laura Armstrong,CENTRAL,SMALL BUSINESS           ,OFFICE SUPPLIES,BINDERS AND BINDER ACCESSORIES,ROUND RING BINDERS,Avery Legal 4-Ring Binder,SMALL BOX,11657,10/08/2009,10/15/2009,IN STOCK
3495,1-URGENT,$575.75,0%,REGULAR AIR,Paul Prost,CENTRAL,SMALL BUSINESS           ,OFFICE SUPPLIES,PAPER,COMPUTER PAPER,Xerox 1909,SMALL BOX,11652,10/07/2009,10/15/2009,IN STOCK
3496,3-MEDIUM,$171.06,7%,REGULAR AIR,Quincy Jones,CENTRAL,SMALL BUSINESS           ,OFFICE SUPPLIES,LABELS,STANDARD LABELS,Avery 513,SMALL BOX,11653,10/07/2009,10/12/2009,IN STOCK
3497,2-HIGH,$84.66,10%,REGULAR AIR,Michael Oakman,CENTRAL,CORPORATE                ,OFFICE SUPPLIES,PAPER,COPY PAPER,Xerox 1946,SMALL BOX,11654,10/07/2009,10/10/2009,IN STOCK
3498,2-HIGH,$766.40,6%,REGULAR AIR,Michael Oakman,CENTRAL,CORPORATE                ,TECHNOLOGY,TELEPHONES AND COMMUNICATION,WIRELESS AND CELLULAR,LX-588,SMALL BOX,11654,10/07/2009,10/11/2009,IN STOCK
3488,2-HIGH,"$5,305.15",1%,REGULAR AIR,Henia Zydlo,CENTRAL,HOME OFFICE              ,TECHNOLOGY,TELEPHONES AND COMMUNICATION,WIRELESS AND CELLULAR,Nokia 636,SMALL BOX,11648,10/06/2009,10/13/2009,IN STOCK
3489,4-NOT SPECIFIED,$36.63,6%,REGULAR AIR,MaryBeth Skach,WEST,HOME OFFICE              ,OFFICE SUPPLIES,LABELS,FILE LABELS,Avery 491,SMALL BOX,11649,10/06/2009,10/09/2009,IN STOCK
3490,4-NOT SPECIFIED,"$2,438.48",10%,DELIVERY TRUCK,MaryBeth Skach,WEST,HOME OFFICE              ,FURNITURE,BOOKCASES,METAL BOOKCASES,"Hon Metal Bookcases, Putty",JUMBO BOX,11649,10/06/2009,10/18/2009,IN STOCK
3491,2-HIGH,"$1,450.65",5%,REGULAR AIR,Meg Tillman-Sachs,EAST,HOME OFFICE              ,TECHNOLOGY,TELEPHONES AND COMMUNICATION,WIRELESS AND CELLULAR,i600,SMALL BOX,11650,10/06/2009,10/10/2009,IN STOCK
3492,4-NOT SPECIFIED,"$1,951.74",6%,REGULAR AIR,David Wiener,EAST,CORPORATE                ,TECHNOLOGY,TELEPHONES AND COMMUNICATION,WIRELESS AND CELLULAR,V2397,SMALL BOX,11651,10/06/2009,10/09/2009,IN STOCK
3493,4-NOT SPECIFIED,"$1,120.64",8%,REGULAR AIR,David Wiener,EAST,CORPORATE                ,OFFICE SUPPLIES,PAPER,COPY PAPER,Xerox 19,SMALL BOX,11651,10/06/2009,10/09/2009,IN STOCK
3494,4-NOT SPECIFIED,"$2,831.16",2%,DELIVERY TRUCK,David Wiener,EAST,CORPORATE                ,TECHNOLOGY,COPIERS AND FAX,COPIERS,Canon PC940 Copier,JUMBO DRUM,11651,10/06/2009,10/13/2009,IN STOCK
3482,5-LOW,$272.98,8%,DELIVERY TRUCK,William Brown,CENTRAL,CORPORATE                ,FURNITURE,CHAIRS & CHAIRMATS,OFFICE CHAIRS,Global Chrome Stack Chair,JUMBO DRUM,11646,10/05/2009,10/08/2009,IN STOCK
3483,5-LOW,$952.71,10%,REGULAR AIR,William Brown,CENTRAL,CORPORATE                ,OFFICE SUPPLIES,PAPER,COMPUTER PAPER,Xerox 1890,SMALL BOX,11646,10/05/2009,10/21/2009,IN STOCK
3484,3-MEDIUM,$154.87,4%,REGULAR AIR,Hallie Redmond,CENTRAL,CORPORATE                ,OFFICE SUPPLIES,PENS & ART SUPPLIES,ART SUPPLIES,Newell 348,WRAP BAG,11647,10/05/2009,10/08/2009,IN STOCK
3485,3-MEDIUM,$30.51,9%,REGULAR AIR,Hallie Redmond,CENTRAL,CORPORATE                ,OFFICE SUPPLIES,PENS & ART SUPPLIES,PENCILS,12 Colored Short Pencils,WRAP BAG,11647,10/05/2009,10/09/2009,IN STOCK
3486,3-MEDIUM,$217.99,5%,REGULAR AIR,Hallie Redmond,CENTRAL,CORPORATE                ,OFFICE SUPPLIES,STORAGE & ORGANIZATION,PLASTIC STORAGE,Rogers® Deluxe File Chest,SMALL BOX,11647,10/05/2009,10/09/2009,IN STOCK
3487,3-MEDIUM,$127.80,7%,REGULAR AIR,Hallie Redmond,CENTRAL,CORPORATE                ,OFFICE SUPPLIES,STORAGE & ORGANIZATION,PORTABLE STORAGE,Pizazz® Global Quick File™,SMALL BOX,11647,10/05/2009,10/12/2009,IN STOCK
3479,5-LOW,$30.82,2%,REGULAR AIR,Robert Marley,CENTRAL,SMALL BUSINESS           ,OFFICE SUPPLIES,LABELS,FILE LABELS,Avery 476,SMALL BOX,11644,10/04/2009,10/07/2009,IN STOCK
3480,5-LOW,"$1,099.59",1%,REGULAR AIR,Robert Marley,CENTRAL,SMALL BUSINESS           ,TECHNOLOGY,COMPUTER PERIPHERALS,KEYBOARDS,Belkin ErgoBoard™ Keyboard,SMALL BOX,11644,10/04/2009,10/07/2009,IN STOCK
3481,1-URGENT,$233.40,10%,EXPRESS AIR,Rick Reed,CENTRAL,CORPORATE                ,OFFICE SUPPLIES,LABELS,FILE LABELS,Avery 495,SMALL BOX,11645,10/04/2009,10/07/2009,IN STOCK
3475,1-URGENT,$83.27,8%,REGULAR AIR,Lela Donovan,WEST,SMALL BUSINESS           ,OFFICE SUPPLIES,PENS & ART SUPPLIES,ART SUPPLIES,Crayola Colored Pencils,WRAP BAG,11640,10/03/2009,10/09/2009,IN STOCK
3476,4-NOT SPECIFIED,$103.06,7%,REGULAR AIR,Nathan Mautz,CENTRAL,HOME OFFICE              ,OFFICE SUPPLIES,LABELS,STANDARD LABELS,Avery 498,SMALL BOX,11641,10/03/2009,10/06/2009,IN STOCK
3477,4-NOT SPECIFIED,$85.03,5%,REGULAR AIR,Lena Cacioppo,EAST,SMALL BUSINESS           ,OFFICE SUPPLIES,PAPER,COPY PAPER,Xerox 1927,SMALL BOX,11642,10/03/2009,10/06/2009,IN STOCK
3478,4-NOT SPECIFIED,"$4,416.45",4%,REGULAR AIR,Jesus Ocampo,EAST,CORPORATE                ,TECHNOLOGY,TELEPHONES AND COMMUNICATION,WIRELESS AND CELLULAR,Sony 6120I,SMALL BOX,11643,10/03/2009,10/05/2009,IN STOCK
3473,1-URGENT,"$1,288.97",9%,REGULAR AIR,Quincy Jones,WEST,SMALL BUSINESS           ,OFFICE SUPPLIES,BINDERS AND BINDER ACCESSORIES,HEAVY DUTY BINDERS,Surelock™ Post Binders,SMALL BOX,11638,10/02/2009,10/10/2009,IN STOCK
3474,5-LOW,$284.96,1%,REGULAR AIR,Roy Skaria,EAST,CORPORATE                ,OFFICE SUPPLIES,LABELS,FILE LABELS,Avery 489,SMALL BOX,11639,10/02/2009,10/20/2009,OUT OF STOCK
3471,1-URGENT,$195.98,8%,REGULAR AIR,David Flashing,EAST,CORPORATE                ,OFFICE SUPPLIES,PAPER,COPY PAPER,Xerox 1947,SMALL BOX,11637,10/01/2009,10/06/2009,IN STOCK
3472,1-URGENT,$274.38,4%,REGULAR AIR,David Flashing,EAST,CORPORATE                ,OFFICE SUPPLIES,PAPER,COPY PAPER,Xerox 1950,SMALL BOX,11637,10/01/2009,10/08/2009,IN STOCK
3467,2-HIGH,"$1,135.76",6%,REGULAR AIR,Sarah Jordon-Smith,CENTRAL,CONSUMER                 ,TECHNOLOGY,TELEPHONES AND COMMUNICATION,WIRELESS AND CELLULAR,LX 677,SMALL BOX,11634,09/30/2009,10/03/2009,IN STOCK
3468,1-URGENT,"$5,098.41",3%,REGULAR AIR,Lynn Smith-Reed,EAST,SMALL BUSINESS           ,OFFICE SUPPLIES,APPLIANCES,AIR PURIFIERS,Harmony Air Purifier,MEDIUM BOX,11635,09/30/2009,10/02/2009,IN STOCK
3469,4-NOT SPECIFIED,$56.05,6%,REGULAR AIR,Hilary Holden,CENTRAL,CONSUMER                 ,OFFICE SUPPLIES,PAPER,COPY PAPER,Xerox 1952,SMALL BOX,11636,09/30/2009,10/04/2009,IN STOCK
3470,4-NOT SPECIFIED,$77.02,2%,REGULAR AIR,Hilary Holden,CENTRAL,CONSUMER                 ,OFFICE SUPPLIES,PENS & ART SUPPLIES,ART SUPPLIES,Newell 346,WRAP BAG,11636,09/30/2009,10/07/2009,IN STOCK
3464,1-URGENT,$25.72,4%,REGULAR AIR,Patrick O'Brill,EAST,CORPORATE                ,OFFICE SUPPLIES,"SCISSORS, RULERS AND TRIMMERS",SCISSORS,Fiskars® Softgrip Scissors,SMALL PACK,11631,09/29/2009,10/02/2009,IN STOCK
3465,4-NOT SPECIFIED,"$3,333.10",10%,REGULAR AIR,Dario Medina,WEST,CONSUMER                 ,TECHNOLOGY,COMPUTER PERIPHERALS,KEYBOARDS,Keytronic French Keyboard,SMALL BOX,11632,09/29/2009,10/03/2009,IN STOCK
3466,3-MEDIUM,"$8,712.30",2%,REGULAR AIR,Iggy Osterman,EAST,CORPORATE                ,TECHNOLOGY,TELEPHONES AND COMMUNICATION,WIRELESS AND CELLULAR,R380,SMALL BOX,11633,09/29/2009,10/04/2009,IN STOCK
3461,2-HIGH,$363.50,0%,REGULAR AIR,Jane Waco,WEST,CORPORATE                ,TECHNOLOGY,TELEPHONES AND COMMUNICATION,WIRELESS AND CELLULAR,Sony Accessory5,SMALL BOX,11630,09/27/2009,10/02/2009,IN STOCK
3462,2-HIGH,$675.23,10%,REGULAR AIR,Jane Waco,WEST,CORPORATE                ,OFFICE SUPPLIES,PAPER,COMPUTER PAPER,Xerox 1885,SMALL BOX,11630,09/27/2009,10/04/2009,IN STOCK
3463,2-HIGH,"$1,823.04",9%,DELIVERY TRUCK,Jane Waco,WEST,CORPORATE                ,FURNITURE,BOOKCASES,METAL BOOKCASES,"Hon Metal Bookcases, Black",JUMBO BOX,11630,09/27/2009,10/06/2009,IN STOCK
3457,2-HIGH,$669.38,4%,REGULAR AIR,Nathan Mautz,CENTRAL,HOME OFFICE              ,TECHNOLOGY,TELEPHONES AND COMMUNICATION,WIRELESS AND CELLULAR,Sony Accessory15,SMALL PACK,11627,09/26/2009,09/29/2009,IN STOCK
3458,2-HIGH,"$2,426.06",9%,REGULAR AIR,Nathan Mautz,CENTRAL,HOME OFFICE              ,TECHNOLOGY,COMPUTER PERIPHERALS,KEYBOARDS,Acco Pocket Keypad,SMALL BOX,11627,09/26/2009,09/29/2009,IN STOCK
3459,5-LOW,$248.38,3%,REGULAR AIR,Karen Seio,CENTRAL,CORPORATE                ,OFFICE SUPPLIES,PENS & ART SUPPLIES,ART SUPPLIES,Newell 314,WRAP BAG,11628,09/26/2009,10/09/2009,IN STOCK
3460,5-LOW,$32.77,7%,REGULAR AIR,Dave Hallsten,EAST,SMALL BUSINESS           ,OFFICE SUPPLIES,BINDERS AND BINDER ACCESSORIES,HANGING BINDERS,Binder Posts,SMALL BOX,11629,09/26/2009,10/13/2009,IN STOCK
3451,4-NOT SPECIFIED,$849.41,2%,REGULAR AIR,Jennifer Patt,CENTRAL,SMALL BUSINESS           ,OFFICE SUPPLIES,PAPER,COPY PAPER,Xerox 19,SMALL BOX,11624,09/24/2009,09/29/2009,IN STOCK
3452,5-LOW,$183.52,3%,REGULAR AIR,MaryBeth Skach,WEST,CORPORATE                ,TECHNOLOGY,COMPUTER PERIPHERALS,KEYBOARDS,Acco Keyboard-In-A-Box®,SMALL BOX,11625,09/24/2009,10/07/2009,IN STOCK
3453,4-NOT SPECIFIED,$224.58,3%,REGULAR AIR,David Wiener,EAST,CORPORATE                ,OFFICE SUPPLIES,LABELS,FILE LABELS,Avery 48,SMALL BOX,11626,09/24/2009,09/27/2009,IN STOCK
